Date,Open,High,Low,Close,Adj Close,Volume
2016-08-16,33.149906,33.282730,32.988613,33.007591,27.550121,15944174
2016-08-17,32.969639,33.349148,32.969639,33.339657,27.827280,17961109
2016-08-18,33.339657,33.548386,33.197342,33.387096,27.866879,17002390
2016-08-19,33.263756,33.320683,33.045540,33.187855,27.700584,20624777
2016-08-22,33.017078,33.472485,32.979126,33.055027,27.589716,27448690
2016-08-23,33.206833,33.462997,33.121441,33.292221,27.787699,17873627
2016-08-24,33.425049,33.567364,32.979126,33.036053,27.573881,23755157
2016-08-25,32.979126,33.387096,32.884251,32.988613,27.534283,19083092
2016-08-26,33.017078,33.301708,32.884251,33.036053,27.573881,19785688
2016-08-29,33.149906,33.368122,33.036053,33.311195,27.803530,15941645
2016-08-30,33.311195,33.377609,33.064514,33.092979,27.621397,15274779
2016-08-31,33.074005,33.149906,32.836811,33.017078,27.558044,21919616
2016-09-01,32.950665,33.149906,32.836811,32.903225,27.463011,16780945
2016-09-02,32.998100,33.055027,32.836811,32.988613,27.534283,15215333
2016-09-06,33.092979,33.197342,32.969639,32.988613,27.534283,17882059
2016-09-07,32.941177,33.102467,32.903225,33.055027,27.589716,15615537
2016-09-08,32.931690,33.026566,32.846298,32.941177,27.494688,19216212
2016-09-09,32.779884,32.817837,32.343452,32.352940,27.003710,23595055
2016-09-12,32.258064,32.950665,32.201138,32.874763,27.439257,20472685
2016-09-13,32.675522,32.675522,32.115749,32.296017,26.956200,21878510
2016-09-14,32.371918,32.590134,32.125237,32.201138,26.877005,19924921
2016-09-15,32.153702,32.571156,31.831120,32.390892,27.035389,21890104
2016-09-16,32.438332,32.466793,32.096775,32.201138,26.877005,26998737
2016-09-19,32.248577,32.286530,31.869070,31.925997,26.647358,18489584
2016-09-20,32.106262,32.201138,31.878557,32.077801,26.774067,14875313
2016-09-21,32.163189,32.571156,32.011387,32.523720,27.146252,16397500
2016-09-22,32.571156,32.666035,32.324478,32.400379,27.043306,17641220
2016-09-23,32.409866,32.609108,32.267551,32.504745,27.130415,13635703
2016-09-26,32.182163,32.267551,31.707781,31.916510,26.639441,31119982
2016-09-27,32.049335,32.144215,31.764706,32.096775,26.789898,16453572
2016-09-28,32.115749,32.258064,31.963947,32.248577,26.916603,15080421
2016-09-29,32.201138,32.324478,31.593927,31.612904,26.386034,26396376
2016-09-30,31.726755,32.277039,31.688805,32.134724,26.821577,30138076
2016-10-03,32.001900,32.001900,31.669828,31.954458,26.671116,18862384
2016-10-04,31.888046,32.172676,31.793169,31.992411,26.702791,22029759
2016-10-05,32.001900,32.239090,31.954458,32.163189,26.845335,14698346
2016-10-06,32.049335,32.068310,31.755219,31.925997,26.647358,16809824
2016-10-07,31.973434,32.258064,31.707781,31.840607,26.576090,15619964
2016-10-10,31.925997,32.106262,31.850096,31.888046,26.615683,17268420
2016-10-11,31.840607,31.850096,31.252373,31.432638,26.235571,18268033
2016-10-12,31.442125,31.537003,31.252373,31.375711,26.188059,15956295
2016-10-13,30.901327,31.214420,30.853889,31.081594,25.942574,25488144
2016-10-14,31.053131,31.214420,30.986717,30.986717,25.863384,16410042
2016-10-17,30.910816,31.034157,30.815939,30.834915,25.736673,17837369
2016-10-18,31.062618,31.185959,30.939280,31.015181,25.887136,15624074
2016-10-19,31.072105,31.166983,30.825426,30.929790,25.815863,17247445
2016-10-20,30.825426,31.062618,30.825426,30.872866,25.768358,20334190
2016-10-21,30.759012,30.787476,30.531309,30.531309,25.483267,19852090
2016-10-24,30.645161,30.702087,30.407970,30.483871,25.443670,20644066
2016-10-25,30.379507,30.711575,30.351044,30.626186,25.562460,20380249
2016-10-26,30.626186,30.929790,30.502846,30.740038,25.657486,18026246
2016-10-27,30.910816,31.129032,30.711575,30.815939,25.720839,19238662
2016-10-28,30.853889,30.891842,30.246679,30.294119,25.285295,30048170
2016-10-31,30.398481,30.398481,29.990513,30.085388,25.111074,37890668
2016-11-01,29.354839,30.094877,29.174574,29.478178,24.604261,57285005
2016-11-02,29.402277,29.449715,28.804554,29.060720,24.255829,38033063
2016-11-03,29.127134,29.127134,28.301708,28.358635,23.669825,38290977
2016-11-04,28.377609,28.814041,28.368120,28.462997,23.756931,36919723
2016-11-07,28.681213,28.880455,28.538898,28.823528,24.057854,32544885
2016-11-08,28.586338,28.889942,28.425047,28.462997,23.993866,37365670
2016-11-09,31.318787,31.660341,29.886148,30.474382,25.689438,125166505
2016-11-10,31.612904,32.096775,31.166983,31.774195,26.785156,70908061
2016-11-11,31.518026,31.631880,30.540796,30.920303,26.065340,37736994
2016-11-14,31.166983,31.214420,30.483871,30.721064,25.897383,32219094
2016-11-15,31.081594,31.081594,30.246679,30.578749,25.777416,31213472
2016-11-16,30.550285,30.673624,30.294119,30.322580,25.561466,23864246
2016-11-17,30.370020,30.474382,30.056927,30.104364,25.377516,27502549
2016-11-18,30.313093,30.313093,29.829222,29.867172,25.177567,25460846
2016-11-21,29.895636,30.066414,29.876659,29.952562,25.249548,23053931
2016-11-22,30.294119,30.351044,29.459204,29.724857,25.057596,27862279
2016-11-23,29.582542,29.838711,29.060720,29.810247,25.129580,22399924
2016-11-25,29.981026,30.113852,29.933586,30.066414,25.345524,11017357
2016-11-28,30.066414,30.208729,29.886148,29.924099,25.225559,18692901
2016-11-29,30.218216,30.332067,29.990513,30.284630,25.529476,22810879
2016-11-30,30.341557,30.711575,30.123341,30.493359,25.705429,40599553
2016-12-01,30.597723,30.597723,29.791271,29.848198,25.161570,32259146
2016-12-02,29.924099,30.104364,29.753321,30.009487,25.297535,20034221
2016-12-05,30.113852,30.142315,29.781784,29.971537,25.265545,20342516
2016-12-06,30.028463,30.075901,29.819735,29.943073,25.241549,18662967
2016-12-07,29.724857,29.724857,29.041746,29.592030,24.945629,46432600
2016-12-08,29.259962,29.506641,28.946869,29.354839,24.745676,37409622
2016-12-09,29.516129,30.284630,29.497154,30.075901,25.353521,30935743
2016-12-12,30.075901,30.977230,30.037951,30.740038,25.913380,33997508
2016-12-13,31.129032,31.195446,30.891842,31.148008,26.257296,30313356
2016-12-14,31.233397,31.593927,30.967743,31.138519,26.249292,38309843
2016-12-15,30.958254,31.271347,30.929790,31.072105,26.193304,22004463
2016-12-16,31.195446,31.252373,30.853889,31.157495,26.265289,39615012
2016-12-19,31.081594,31.280834,31.043644,31.148008,26.257296,26276958
2016-12-20,31.100569,31.195446,30.901327,31.166983,26.273285,26428312
2016-12-21,31.053131,31.242884,30.673624,30.740038,25.913380,19751644
2016-12-22,30.635674,30.768501,30.407970,30.683111,25.865389,19618418
2016-12-23,30.749525,30.891842,30.702087,30.815939,25.977364,11387943
2016-12-27,30.901327,31.043644,30.815939,30.863379,26.017355,11826302
2016-12-28,30.834915,31.015181,30.683111,30.692600,25.873388,14691495
2016-12-29,30.730551,30.948767,30.711575,30.825426,25.985363,14827250
2016-12-30,30.683111,30.929790,30.654650,30.815939,25.977364,19885396
2017-01-03,31.024668,31.309298,30.920303,31.309298,26.393257,23391844
2017-01-04,31.432638,31.641365,31.337761,31.584440,26.625195,22753963
2017-01-05,31.660341,31.963947,31.423149,31.888046,26.881132,21083584
2017-01-06,31.935484,31.973434,31.631880,31.764706,26.777161,18418228
2017-01-09,31.717268,31.944971,31.669828,31.755219,26.769159,21559886
2017-01-10,31.869070,31.935484,31.612904,31.726755,26.745169,20444754
2017-01-11,31.660341,31.821632,30.740038,31.148008,26.257296,42623128
2017-01-12,30.863379,30.948767,30.645161,30.929790,26.073339,33475989
2017-01-13,30.996204,31.100569,30.673624,30.853889,26.009352,21386925
2017-01-17,30.692600,30.721064,30.151802,30.417458,25.641447,33838143
2017-01-18,30.445921,30.626186,30.313093,30.388994,25.617453,22629064
2017-01-19,30.417458,30.445921,29.914612,30.075901,25.353521,27555881
2017-01-20,30.094877,30.474382,30.037951,30.142315,25.409508,31788324
2017-01-23,30.056927,30.189753,29.829222,29.848198,25.161570,26098094
2017-01-24,29.791271,29.848198,29.316889,29.554079,24.913631,31225172
2017-01-25,29.753321,29.905123,29.506641,29.686907,25.025604,33905283
2017-01-26,29.791271,29.857685,29.601519,29.677420,25.017612,28653517
2017-01-27,29.857685,29.924099,29.658443,29.810247,25.129580,25353654
2017-01-30,29.857685,29.886148,29.468691,29.705881,25.041605,28947899
2017-01-31,29.421251,30.294119,29.345350,30.104364,25.377516,39472300
2017-02-01,29.895636,30.066414,29.658443,30.047438,25.587580,30031938
2017-02-02,29.857685,30.104364,29.715370,30.104364,25.636059,24634404
2017-02-03,30.407970,30.588236,30.284630,30.445921,25.926920,37935252
2017-02-06,30.360531,30.673624,30.303604,30.578749,26.040033,25859258
2017-02-07,30.664137,30.692600,30.303604,30.436434,25.918842,24781648
2017-02-08,30.284630,30.692600,30.284630,30.493359,25.967310,20194745
2017-02-09,30.493359,30.872866,30.493359,30.721064,26.161221,25102380
2017-02-10,30.749525,30.787476,30.578749,30.692600,26.136984,23090189
2017-02-13,30.777988,31.015181,30.777988,30.939280,26.347048,21733585
2017-02-14,30.863379,31.091082,30.692600,31.072105,26.460159,24205532
2017-02-15,31.100569,31.859583,31.015181,31.793169,27.074198,48035523
2017-02-16,31.736242,32.153702,31.518026,31.897533,27.163073,40402244
2017-02-17,31.869070,32.153702,31.812143,31.897533,27.163073,36882306
2017-02-21,31.850096,32.068310,31.764706,31.897533,27.163073,25391598
2017-02-22,31.850096,32.020874,31.546490,31.869070,27.138832,28676494
2017-02-23,31.973434,32.371918,31.859583,32.314991,27.518572,32122863
2017-02-24,32.419353,32.590134,32.248577,32.504745,27.680153,26046448
2017-02-27,32.476280,32.694496,32.409866,32.523720,27.696320,23009136
2017-02-28,32.352940,32.504745,32.172676,32.371918,27.567047,28964658
2017-03-01,32.514233,32.760910,32.305504,32.656548,27.809435,34034925
2017-03-02,32.694496,32.969639,32.656548,32.741936,27.882141,26952993
2017-03-03,32.741936,32.874763,32.599621,32.751423,27.890223,19800760
2017-03-06,32.571156,32.703983,32.333965,32.590134,27.752872,19174263
2017-03-07,32.134724,32.447819,32.020874,32.248577,27.462015,30783335
2017-03-08,32.172676,32.352940,31.992411,32.172676,27.397375,23870360
2017-03-09,32.144215,32.390892,32.049335,32.305504,27.510490,20199594
2017-03-10,32.390892,32.561668,32.258064,32.362431,27.558968,20214666
2017-03-13,32.390892,32.400379,32.172676,32.362431,27.558968,19988056
2017-03-14,32.277039,32.571156,32.239090,32.466793,27.647837,15563469
2017-03-15,32.466793,32.922199,32.428844,32.855785,27.979099,24279839
2017-03-16,32.798862,32.855785,32.495255,32.666035,27.817513,21816219
2017-03-17,32.694496,32.808350,32.514233,32.561668,27.728630,45736117
2017-03-20,32.637569,32.732449,32.561668,32.618595,27.777109,18435514
2017-03-21,32.713470,32.836811,32.428844,32.495255,27.672075,33083479
2017-03-22,32.542694,32.770397,32.248577,32.703983,27.849819,27528267
2017-03-23,32.561668,32.789375,32.476280,32.533207,27.704395,21378704
2017-03-24,32.514233,32.514233,32.201138,32.258064,27.470093,28583110
2017-03-27,32.011387,32.552181,32.011387,32.428844,27.615524,18852055
2017-03-28,32.314991,32.504745,32.229603,32.409866,27.599360,19327725
2017-03-29,32.409866,32.685009,32.362431,32.571156,27.736713,18214174
2017-03-30,32.438332,32.675522,32.400379,32.590134,27.752872,15803465
2017-03-31,32.457306,32.618595,32.409866,32.457306,27.639759,19616837
2017-04-03,32.362431,32.590134,32.352940,32.485767,27.663996,19064752
2017-04-04,32.428844,32.732449,32.305504,32.580647,27.744797,20324177
2017-04-05,32.571156,32.751423,32.400379,32.438332,27.623604,20321225
2017-04-06,32.390892,32.590134,32.314991,32.362431,27.558968,17164706
2017-04-07,32.343452,32.495255,32.296017,32.352940,27.550884,14728069
2017-04-10,32.381405,32.466793,32.229603,32.296017,27.502409,16852722
2017-04-11,32.277039,32.333965,32.011387,32.191650,27.413534,20155642
2017-04-12,32.144215,32.248577,31.982922,32.182163,27.405453,26022628
2017-04-13,32.144215,32.277039,32.087288,32.144215,27.373137,13560553
2017-04-17,32.163189,32.305504,32.087288,32.258064,27.470093,15963462
2017-04-18,32.030361,32.144215,31.935484,32.106262,27.340822,22293365
2017-04-19,32.115749,32.172676,31.831120,31.888046,27.154991,25204302
2017-04-20,31.907021,32.134724,31.764706,32.011387,27.260025,19339319
2017-04-21,31.916510,32.001900,31.755219,31.916510,27.179232,25552227
2017-04-24,32.239090,32.286530,31.925997,32.011387,27.260025,22438501
2017-04-25,32.087288,32.220116,31.982922,32.030361,27.276182,19756176
2017-04-26,32.125237,32.286530,32.115749,32.115749,27.348898,20884483
2017-04-27,32.220116,32.277039,32.039848,32.125237,27.356976,15633139
2017-04-28,32.144215,32.201138,32.020874,32.182163,27.405453,16842077
2017-05-01,32.153702,32.248577,32.039848,32.049335,27.292347,23910833
2017-05-02,31.859583,31.992411,31.195446,31.888046,27.154991,42965678
2017-05-03,31.764706,31.869070,31.593927,31.755219,27.041880,26155748
2017-05-04,31.726755,31.869070,31.612904,31.736242,27.025724,26897869
2017-05-05,31.726755,31.764706,31.527514,31.764706,27.049963,22999966
2017-05-08,31.688805,31.897533,31.641365,31.736242,27.025724,24781543
2017-05-09,31.736242,31.869070,31.641365,31.669828,26.969166,18028248
2017-05-10,31.309298,31.423149,31.214420,31.337761,26.944693,34829852
2017-05-11,31.299810,31.442125,31.166983,31.347248,26.952848,26421567
2017-05-12,31.204933,31.375711,31.204933,31.318787,26.928381,18589187
2017-05-15,31.280834,31.480076,31.119545,31.423149,27.018108,20530444
2017-05-16,30.891842,31.119545,30.730551,30.929790,26.593912,42437834
2017-05-17,30.929790,30.929790,30.559772,30.578749,26.292082,29931281
2017-05-18,30.550285,30.759012,30.426945,30.569260,26.283922,24874822
2017-05-19,30.645161,30.796965,30.540796,30.796965,26.479710,29885432
2017-05-22,30.834915,30.834915,30.474382,30.474382,26.202353,26725962
2017-05-23,30.474382,30.626186,30.436434,30.493359,26.218662,18517410
2017-05-24,30.521822,30.626186,30.332067,30.407970,26.145248,23576821
2017-05-25,30.417458,30.550285,30.332067,30.512335,26.234980,18227244
2017-05-26,30.531309,30.635674,30.455408,30.493359,26.218662,12330746
2017-05-30,30.417458,30.654650,30.379507,30.483871,26.210505,16913643
2017-05-31,30.626186,31.110058,30.483871,30.977230,26.634703,30585499
2017-06-01,30.996204,31.166983,30.853889,31.034157,26.683647,25184803
2017-06-02,31.091082,31.195446,30.777988,30.872866,26.544970,21984543
2017-06-05,30.844402,30.910816,30.550285,30.692600,26.389973,14994836
2017-06-06,30.645161,30.711575,30.398481,30.426945,26.161556,18831186
2017-06-07,30.436434,30.512335,30.265656,30.360531,26.104460,17479641
2017-06-08,30.360531,30.455408,30.047438,30.123341,25.900518,35620773
2017-06-09,30.180265,31.119545,30.113852,31.091082,26.732594,31764609
2017-06-12,31.091082,31.394688,31.024668,31.024668,26.675491,30435515
2017-06-13,31.034157,31.100569,30.853889,30.910816,26.577602,18093913
2017-06-14,30.920303,31.081594,30.796965,31.015181,26.667334,14568177
2017-06-15,30.948767,31.337761,30.891842,31.129032,26.765224,19952115
2017-06-16,31.290323,31.432638,31.129032,31.280834,26.895746,33600044
2017-06-19,31.252373,31.546490,31.223909,31.518026,27.099689,21922146
2017-06-20,31.508539,32.020874,31.451612,31.840607,27.377048,27473775
2017-06-21,31.859583,32.352940,31.859583,32.144215,27.638096,27134492
2017-06-22,32.210625,32.713470,32.182163,32.314991,27.784927,23352529
2017-06-23,32.333965,32.466793,32.229603,32.419353,27.874664,31668800
2017-06-26,32.409866,32.457306,32.229603,32.296017,27.768616,14937604
2017-06-27,32.381405,32.381405,32.020874,32.039848,27.548357,16089942
2017-06-28,32.125237,32.248577,31.925997,32.020874,27.532045,15594035
2017-06-29,32.020874,32.134724,31.660341,31.907021,27.434153,15724837
2017-06-30,32.001900,32.068310,31.793169,31.869070,27.401520,14242175
2017-07-03,31.764706,32.229603,31.755219,32.087288,27.589151,8971964
2017-07-05,32.201138,32.210625,31.774195,31.916510,27.442308,17072270
2017-07-06,31.916510,31.944971,31.442125,31.518026,27.099689,14676318
2017-07-07,31.546490,31.650854,31.328274,31.641365,27.205738,17914522
2017-07-10,31.650854,31.812143,31.537003,31.698292,27.254683,14256720
2017-07-11,31.688805,31.755219,31.356735,31.470589,27.058901,12874083
2017-07-12,31.631880,31.812143,31.499050,31.518026,27.099689,14577979
2017-07-13,31.518026,31.631880,31.299810,31.574953,27.148636,14112006
2017-07-14,31.565466,31.831120,31.537003,31.717268,27.271000,13175843
2017-07-17,31.726755,31.755219,31.442125,31.546490,27.124163,17733866
