Date,Open,High,Low,Close,Adj Close,Volume
2016-04-21,166.550003,168.899994,165.009995,165.320007,151.274857,4165100
2016-04-22,165.789993,167.490005,165.660004,166.750000,152.583328,2680300
2016-04-25,166.000000,167.389999,164.059998,165.089996,151.064377,2473000
2016-04-26,165.380005,166.000000,164.220001,165.839996,151.750656,2251600
2016-04-27,165.830002,168.660004,164.929993,166.919998,152.738876,3323600
2016-04-28,165.350006,167.320007,164.009995,164.289993,150.332336,2528000
2016-04-29,163.800003,164.679993,162.559998,164.110001,150.167648,2890800
2016-05-02,165.080002,167.190002,163.990005,166.179993,152.061783,1998400
2016-05-03,163.660004,164.110001,161.369995,163.139999,149.280029,2777000
2016-05-04,161.199997,162.600006,159.089996,160.070007,146.470871,3203900
2016-05-05,160.779999,160.820007,158.500000,159.529999,145.976715,2366200
2016-05-06,158.190002,160.169998,157.009995,158.850006,145.354538,2307000
2016-05-09,158.199997,159.850006,156.789993,157.509995,144.128372,2097900
2016-05-10,158.669998,161.500000,158.389999,161.419998,147.706161,2379600
2016-05-11,161.360001,162.529999,159.279999,159.419998,145.876083,2096900
2016-05-12,160.320007,161.470001,157.309998,158.070007,144.640778,2448100
2016-05-13,157.880005,159.720001,155.259995,155.339996,142.142731,2550100
2016-05-16,155.339996,156.899994,154.600006,155.380005,142.179321,3177700
2016-05-17,154.740005,157.110001,153.770004,154.649994,141.511337,2701500
2016-05-18,154.809998,160.000000,154.649994,159.940002,146.351913,3653300
2016-05-19,158.679993,159.949997,154.520004,154.699997,141.557068,4712000
2016-05-20,155.759995,156.410004,153.919998,154.509995,141.383224,3247800
2016-05-23,154.440002,156.089996,153.740005,155.449997,142.243347,2767600
2016-05-24,156.669998,158.550003,156.440002,157.589996,144.201538,3038800
2016-05-25,158.059998,162.289993,158.029999,161.250000,147.550613,3259900
2016-05-26,161.160004,161.330002,159.169998,159.220001,145.693085,2576100
2016-05-27,158.699997,160.399994,158.320007,159.529999,146.575119,2157000
2016-05-31,160.399994,161.649994,158.550003,159.479996,146.529205,2916100
2016-06-01,157.899994,160.550003,156.000000,159.970001,146.979370,2581600
2016-06-02,160.139999,160.330002,158.460007,159.279999,146.345398,2257100
2016-06-03,155.860001,156.539993,153.860001,155.669998,143.028564,4329300
2016-06-06,156.250000,157.910004,155.770004,157.059998,144.305664,2540400
2016-06-07,157.199997,157.470001,155.169998,155.169998,142.569153,2489700
2016-06-08,155.199997,156.580002,153.910004,154.639999,142.082199,2426800
2016-06-09,153.789993,154.289993,152.460007,153.169998,140.731583,2711700
2016-06-10,151.350006,151.660004,149.570007,149.889999,137.717941,4335700
2016-06-13,149.000000,151.320007,148.589996,148.630005,136.560257,3385800
2016-06-14,148.220001,149.050003,145.449997,146.190002,134.318420,5069600
2016-06-15,147.160004,148.699997,145.899994,146.160004,134.290848,2981400
2016-06-16,145.000000,146.990005,143.529999,146.630005,134.722672,3499200
2016-06-17,146.630005,148.229996,145.460007,145.639999,133.813080,4296500
2016-06-20,148.500000,150.500000,147.580002,147.750000,135.751709,3338900
2016-06-21,148.500000,148.830002,147.119995,148.350006,136.303009,2424600
2016-06-22,148.009995,150.119995,147.990005,148.139999,136.110031,2487600
2016-06-23,150.559998,152.800003,150.139999,152.660004,140.263000,2940500
2016-06-24,143.029999,146.419998,140.919998,141.860001,130.340012,9442200
2016-06-27,140.070007,141.229996,138.199997,139.509995,128.180847,7381000
2016-06-28,142.210007,142.619995,139.820007,142.410004,130.845383,5041500
2016-06-29,143.600006,145.550003,142.929993,145.500000,133.684464,3804100
2016-06-30,146.669998,148.880005,145.369995,148.580002,136.514313,4528600
2016-07-01,148.490005,150.699997,148.070007,148.250000,136.211136,3096800
2016-07-05,146.720001,146.940002,143.330002,144.449997,132.719681,3943000
2016-07-06,142.940002,145.940002,142.619995,145.580002,133.757919,2941800
2016-07-07,146.000000,148.089996,145.360001,147.000000,135.062668,2578300
2016-07-08,149.360001,150.919998,148.309998,150.380005,138.168152,3281400
2016-07-11,151.490005,152.979996,151.380005,152.190002,139.831161,3041600
2016-07-12,154.000000,157.250000,153.919998,156.919998,144.177002,5110800
2016-07-13,157.000000,158.270004,156.149994,157.919998,145.095840,4276400
2016-07-14,160.289993,163.240005,160.009995,162.539993,149.340683,5087700
2016-07-15,162.860001,163.139999,160.699997,161.639999,148.513748,3078400
2016-07-18,162.360001,164.089996,162.009995,163.330002,150.066544,4734500
2016-07-19,162.020004,164.080002,160.729996,161.410004,148.302475,5399700
2016-07-20,162.550003,162.889999,159.220001,161.770004,148.633194,3547800
2016-07-21,161.710007,161.899994,159.770004,160.050003,147.052887,2855500
2016-07-22,160.289993,160.729996,159.860001,160.410004,147.383652,1811700
2016-07-25,159.639999,161.330002,159.610001,160.509995,147.475571,1956100
2016-07-26,160.679993,161.500000,159.419998,161.160004,148.072739,2150100
2016-07-27,161.199997,162.169998,160.410004,160.990005,147.916595,2317200
2016-07-28,160.179993,160.960007,158.839996,160.529999,147.493942,2047400
2016-07-29,159.509995,160.190002,158.649994,158.809998,145.913574,2388200
2016-08-01,158.809998,159.919998,157.929993,158.179993,145.334732,2316300
2016-08-02,157.649994,158.460007,155.369995,156.059998,143.386917,3182800
2016-08-03,156.449997,158.949997,156.179993,158.339996,145.481720,2284700
2016-08-04,158.220001,158.899994,157.410004,158.050003,145.215317,2005700
2016-08-05,159.750000,162.130005,159.199997,162.089996,148.927216,2676100
2016-08-08,162.100006,163.979996,162.009995,162.830002,149.607101,2266600
2016-08-09,162.500000,164.580002,162.500000,163.440002,150.167618,1957400
2016-08-10,163.449997,163.600006,162.009995,162.190002,149.019119,1656100
2016-08-11,162.199997,164.250000,161.929993,163.860001,150.553482,1827700
2016-08-12,162.669998,163.369995,162.070007,163.250000,149.993042,1440800
2016-08-15,163.869995,165.839996,163.800003,165.550003,152.106262,2222200
2016-08-16,164.990005,166.759995,164.720001,165.649994,152.198105,2523800
2016-08-17,165.940002,166.320007,164.740005,165.669998,152.216507,2061700
2016-08-18,165.339996,166.559998,164.630005,166.059998,152.574829,1750500
2016-08-19,165.360001,166.899994,164.500000,166.229996,152.731018,1840900
2016-08-22,166.000000,166.910004,164.889999,166.259995,152.758591,1448100
2016-08-23,167.000000,167.850006,165.979996,166.080002,152.593216,1965500
2016-08-24,165.779999,166.699997,164.850006,165.300003,151.876587,2035300
2016-08-25,165.080002,166.039993,164.610001,165.899994,152.427856,1441400
2016-08-26,166.759995,168.070007,165.360001,165.970001,152.492157,2402200
2016-08-29,166.600006,167.860001,166.149994,166.869995,153.319046,2620900
2016-08-30,166.220001,169.509995,166.220001,169.369995,156.224533,2934100
2016-08-31,169.250000,170.240005,167.470001,169.460007,156.307571,3688200
2016-09-01,170.000000,170.070007,166.660004,168.509995,155.431305,2843300
2016-09-02,168.520004,169.740005,167.899994,169.179993,156.049286,1747500
2016-09-06,168.720001,169.789993,167.470001,169.330002,156.187683,2034900
2016-09-07,168.699997,170.210007,168.649994,169.669998,156.501297,1584300
2016-09-08,169.350006,171.880005,168.710007,171.660004,158.336868,3031600
2016-09-09,170.830002,172.419998,168.509995,168.570007,155.486694,3411800
2016-09-12,167.009995,171.669998,166.229996,171.059998,157.783417,2647900
2016-09-13,168.539993,169.970001,166.380005,167.000000,154.038513,2788200
2016-09-14,167.000000,167.860001,165.589996,166.160004,153.263702,1995900
2016-09-15,165.779999,168.759995,165.759995,168.080002,155.034698,1645200
2016-09-16,167.850006,168.050003,165.610001,166.000000,153.116150,4534900
2016-09-19,167.339996,168.309998,165.679993,166.210007,153.309830,2030700
2016-09-20,167.679993,168.279999,166.389999,166.470001,153.549652,1532900
2016-09-21,167.419998,168.279999,165.929993,167.029999,154.066223,2333600
2016-09-22,168.449997,169.330002,167.699997,168.020004,154.979355,2467700
2016-09-23,167.750000,168.100006,165.050003,165.130005,152.313660,3421200
2016-09-26,163.830002,163.970001,161.000000,161.479996,148.946930,2772200
2016-09-27,160.720001,163.449997,159.820007,162.889999,150.247528,2602700
2016-09-28,163.339996,163.789993,161.679993,163.449997,150.763977,1678100
2016-09-29,163.380005,163.960007,157.770004,158.949997,146.613312,3733800
2016-09-30,159.949997,162.410004,157.800003,161.270004,148.753220,4497200
2016-10-03,160.500000,161.720001,160.250000,161.070007,148.568802,2444700
2016-10-04,161.240005,164.149994,161.229996,162.270004,149.675629,2469900
2016-10-05,163.320007,166.570007,163.009995,166.399994,153.485077,2548200
2016-10-06,167.179993,167.289993,164.820007,167.149994,154.176849,2858000
2016-10-07,167.500000,169.979996,166.240005,169.830002,156.648880,3390200
2016-10-10,170.520004,171.750000,170.100006,171.039993,157.764984,2532000
2016-10-11,169.839996,170.869995,167.910004,169.039993,155.920197,2680000
2016-10-12,169.039993,169.990005,168.300003,169.300003,156.159988,2404000
2016-10-13,167.600006,167.630005,165.509995,167.419998,154.425919,2713700
2016-10-14,171.600006,172.949997,169.110001,170.520004,157.285309,5282300
2016-10-17,170.500000,171.270004,168.449997,169.000000,155.883301,3061400
2016-10-18,172.009995,173.470001,171.100006,172.630005,159.231567,4482500
2016-10-19,173.369995,175.679993,173.179993,174.509995,160.965622,3676000
2016-10-20,174.000000,175.789993,173.800003,174.509995,160.965622,2471100
2016-10-21,172.839996,174.899994,172.509995,174.669998,161.113220,2004400
2016-10-24,175.500000,175.789993,174.350006,175.119995,161.528275,1943200
2016-10-25,175.039993,175.960007,174.639999,175.550003,161.924911,2423300
2016-10-26,174.789993,177.899994,173.929993,177.070007,163.326965,2533800
2016-10-27,178.190002,178.850006,176.570007,177.750000,163.954147,3021900
2016-10-28,178.509995,178.509995,175.460007,177.139999,163.391510,2042800
2016-10-31,177.679993,178.500000,177.229996,178.240005,164.406128,1828200
2016-11-01,179.000000,179.179993,176.610001,178.059998,164.240128,2900600
2016-11-02,177.070007,177.500000,176.070007,176.580002,162.874954,2104800
2016-11-03,176.770004,177.970001,176.210007,176.210007,162.533691,1972700
2016-11-04,176.330002,177.339996,174.729996,175.919998,162.266220,1846500
2016-11-07,179.000000,181.500000,179.000000,181.479996,167.394684,3338800
2016-11-08,180.110001,182.679993,178.460007,181.919998,167.800522,2646200
2016-11-09,185.000000,193.539993,183.449997,192.630005,177.679291,7823800
2016-11-10,194.529999,204.669998,194.000000,200.869995,185.279739,11345400
2016-11-11,198.250000,205.000000,198.250000,203.940002,188.111450,6290200
2016-11-14,204.149994,211.770004,204.149994,209.179993,192.944763,8248100
2016-11-15,206.559998,211.199997,205.169998,211.190002,194.798782,4893800
2016-11-16,207.350006,208.080002,204.830002,206.259995,190.251373,5276200
2016-11-17,206.259995,209.690002,205.669998,209.630005,193.359848,3572400
2016-11-18,209.869995,212.070007,209.720001,210.350006,194.023956,4278200
2016-11-21,211.460007,211.690002,209.179993,211.080002,194.697342,2860200
2016-11-22,211.360001,211.949997,209.889999,211.110001,194.724945,2945700
2016-11-23,211.500000,213.410004,209.369995,212.309998,195.831818,3717400
2016-11-25,211.360001,212.750000,211.000000,211.380005,194.974014,1974000
2016-11-28,210.000000,211.759995,209.600006,210.350006,194.023956,3297400
2016-11-29,209.990005,212.919998,209.919998,211.750000,195.920700,2577600
2016-11-30,215.199997,220.770004,214.970001,219.289993,202.897064,6507900
2016-12-01,220.929993,227.160004,220.350006,226.630005,209.688339,7606500
2016-12-02,226.000000,226.250000,221.220001,223.360001,206.662811,5297400
2016-12-05,225.520004,229.199997,225.240005,228.550003,211.464859,4599300
2016-12-06,230.179993,232.669998,227.899994,231.380005,214.083267,5259300
2016-12-07,230.399994,236.089996,230.399994,235.559998,217.950821,6595200
2016-12-08,236.880005,242.419998,236.000000,241.449997,223.400452,7343700
2016-12-09,240.610001,242.000000,238.880005,241.850006,223.770599,5456000
2016-12-12,240.500000,242.830002,236.369995,237.169998,219.440445,5022000
2016-12-13,239.000000,240.179993,235.509995,238.550003,220.717285,4680500
2016-12-14,235.669998,243.119995,235.369995,239.929993,221.994110,6172400
2016-12-15,242.490005,245.570007,241.619995,243.000000,224.834641,4829700
2016-12-16,242.800003,243.190002,238.399994,238.899994,221.041092,6876400
2016-12-19,238.339996,239.740005,236.259995,239.070007,221.198410,3743300
2016-12-20,240.520004,243.649994,240.229996,243.089996,224.917892,4487700
2016-12-21,242.240005,242.399994,240.080002,241.440002,223.391251,3277800
2016-12-22,241.229996,242.860001,239.550003,240.119995,222.169922,2636500
2016-12-23,239.539993,241.899994,238.910004,240.970001,222.956390,2187500
2016-12-27,241.949997,242.589996,240.399994,241.559998,223.502258,1998200
2016-12-28,243.690002,244.500000,240.440002,240.649994,222.660309,3053000
2016-12-29,240.750000,241.070007,236.639999,238.179993,220.374969,2619000
2016-12-30,238.509995,240.500000,237.399994,239.449997,221.550034,2355500
2017-01-03,242.699997,244.970001,237.970001,241.570007,223.511536,4384200
2017-01-04,241.440002,243.320007,240.029999,243.130005,224.954880,2728700
2017-01-05,242.720001,243.229996,236.779999,241.320007,223.280212,3562600
2017-01-06,242.289993,246.199997,241.369995,244.899994,226.592590,3591100
2017-01-09,243.250000,244.690002,241.470001,242.889999,224.732849,3022800
2017-01-10,240.869995,243.440002,239.050003,242.570007,224.436768,3432900
2017-01-11,242.770004,245.839996,242.000000,245.759995,227.388306,3532600
2017-01-12,245.059998,245.470001,241.570007,243.839996,225.611847,4022300
2017-01-13,245.429993,247.770004,242.910004,244.300003,226.037415,4186100
2017-01-17,242.940002,243.059998,235.610001,235.740005,218.117340,6277200
2017-01-18,236.000000,237.690002,231.520004,234.289993,216.775742,7590500
2017-01-19,234.070007,234.750000,230.619995,231.410004,214.111053,4561800
2017-01-20,231.619995,233.229996,230.539993,232.199997,214.841949,5211800
2017-01-23,231.860001,233.750000,230.750000,232.669998,215.276840,3136200
2017-01-24,231.860001,236.059998,230.839996,233.679993,216.211319,4448200
2017-01-25,235.529999,237.330002,234.490005,237.250000,219.514435,3716800
2017-01-26,237.470001,240.789993,237.470001,239.580002,221.670273,4195600
2017-01-27,236.899994,237.970001,236.009995,236.949997,219.236877,3253100
2017-01-30,235.580002,236.289993,231.520004,233.899994,216.414886,3803300
2017-01-31,232.850006,234.350006,228.160004,229.320007,212.177292,5156400
2017-02-01,230.509995,232.860001,229.520004,230.669998,213.426331,4024500
2017-02-02,228.509995,232.330002,227.050003,230.410004,213.185806,2775700
2017-02-03,234.520004,241.110001,234.199997,240.949997,222.937881,7381000
2017-02-06,239.600006,243.649994,239.169998,239.979996,222.040375,4639200
2017-02-07,241.149994,241.440002,239.389999,239.619995,221.707291,2660200
2017-02-08,238.300003,238.940002,236.309998,237.729996,219.958557,2744700
2017-02-09,237.729996,243.289993,237.419998,241.550003,223.493027,3550800
2017-02-10,243.369995,244.160004,241.229996,242.720001,224.575562,3072800
2017-02-13,244.490005,247.479996,244.490005,246.270004,227.860184,2998200
2017-02-14,246.009995,250.000000,245.690002,249.460007,230.811737,4141500
2017-02-15,250.580002,251.949997,248.509995,250.539993,231.810974,4296600
2017-02-16,250.300003,250.779999,248.440002,249.440002,230.793198,2286300
2017-02-17,247.509995,250.559998,247.110001,250.380005,231.662933,3262300
2017-02-21,251.000000,252.649994,250.710007,251.759995,232.939774,2794900
2017-02-22,250.059998,252.350006,250.000000,251.729996,232.912018,2378800
2017-02-23,251.309998,251.899994,249.320007,251.190002,232.412384,2594700
2017-02-24,247.699997,248.880005,246.100006,247.350006,228.859451,3565400
2017-02-27,247.210007,249.759995,246.610001,249.330002,230.691422,2372600
2017-02-28,248.000000,249.000000,245.610001,248.059998,230.116272,3627100
2017-03-01,253.710007,255.149994,251.259995,252.710007,234.429916,5218300
2017-03-02,253.520004,254.240005,250.970001,251.059998,232.899261,3020000
2017-03-03,251.059998,254.750000,251.059998,252.889999,234.596893,3163700
2017-03-06,252.169998,252.729996,250.500000,252.009995,233.780548,2467000
2017-03-07,252.490005,253.000000,250.309998,250.899994,232.750839,2497300
2017-03-08,253.619995,254.770004,249.610001,250.240005,232.138611,3574400
2017-03-09,251.220001,252.740005,249.520004,250.179993,232.082901,3061500
2017-03-10,251.839996,251.899994,246.869995,248.380005,230.413147,3365900
2017-03-13,249.320007,249.320007,247.210007,248.160004,230.209045,1801100
2017-03-14,246.809998,247.830002,245.410004,247.720001,229.800842,2144200
2017-03-15,248.350006,250.279999,245.559998,246.779999,228.928879,3427000
2017-03-16,247.850006,250.199997,247.309998,248.220001,230.264725,2940600
2017-03-17,249.679993,249.679993,243.860001,243.940002,226.294281,5438100
2017-03-20,243.320007,244.929993,241.520004,242.139999,224.624496,2759100
2017-03-21,243.309998,243.309998,232.789993,233.000000,216.145645,5660900
2017-03-22,231.220001,232.919998,229.160004,231.070007,214.355286,6291300
2017-03-23,230.750000,234.630005,229.949997,231.899994,215.125259,4770700
2017-03-24,233.000000,233.699997,226.970001,228.410004,211.887711,6387300
2017-03-27,223.300003,227.070007,220.850006,225.479996,209.169662,9194800
2017-03-28,225.580002,229.750000,225.100006,229.330002,212.741119,4471200
2017-03-29,229.389999,229.970001,227.520004,228.449997,211.924789,2636000
2017-03-30,229.479996,232.000000,229.380005,231.220001,214.494400,3156800
2017-03-31,230.529999,230.800003,228.729996,229.720001,213.102936,2858400
2017-04-03,230.000000,230.100006,225.570007,228.960007,212.397903,3735600
2017-04-04,227.720001,230.690002,227.279999,229.259995,212.676163,3042700
2017-04-05,232.149994,232.889999,227.309998,227.660004,211.191956,5286900
2017-04-06,227.089996,230.119995,225.710007,228.639999,212.101059,2927200
2017-04-07,226.600006,228.830002,226.229996,227.880005,211.396057,2853300
2017-04-10,228.000000,229.789993,226.949997,228.889999,212.332993,2653900
2017-04-11,227.779999,229.399994,225.389999,227.740005,211.266129,3374700
2017-04-12,227.649994,228.250000,225.229996,225.750000,209.420074,2947500
2017-04-13,225.179993,228.169998,223.080002,223.320007,207.165878,3653700
2017-04-17,223.899994,226.880005,223.020004,226.259995,209.893173,4190900
2017-04-18,219.320007,219.889999,213.179993,215.589996,199.995041,12464000
2017-04-19,215.869995,217.179993,213.610001,214.089996,198.603531,6428800
2017-04-20,215.500000,218.979996,215.000000,218.059998,202.286362,5168200
2017-04-21,218.550003,219.179993,216.380005,216.860001,201.173187,3845700
2017-04-24,221.179993,224.809998,220.300003,223.220001,207.073105,5353500
2017-04-25,226.199997,227.979996,225.149994,226.630005,210.236481,3996900
2017-04-26,227.100006,229.360001,226.089996,226.199997,209.837509,3765300
2017-04-27,226.699997,226.699997,223.520004,225.809998,209.475754,2805800
2017-04-28,225.309998,226.770004,223.720001,223.800003,207.611160,2936600
2017-05-01,224.899994,226.389999,220.929993,224.850006,208.585175,3004800
2017-05-02,224.860001,225.839996,223.179993,225.119995,208.835663,2602400
2017-05-03,224.449997,226.690002,224.320007,226.309998,209.939575,3042200
2017-05-04,228.259995,228.889999,224.809998,226.589996,210.199326,2935400
2017-05-05,226.880005,227.470001,225.300003,226.869995,210.459076,2435800
2017-05-08,226.750000,227.339996,224.600006,225.029999,208.752151,2316800
2017-05-09,225.470001,226.570007,222.929993,223.759995,207.574036,2145400
2017-05-10,223.460007,225.350006,223.059998,224.880005,208.613037,2630400
2017-05-11,224.350006,225.089996,222.149994,224.759995,208.501724,2440300
2017-05-12,223.490005,224.490005,222.479996,222.820007,206.702057,2166100
2017-05-15,223.130005,226.570007,222.850006,225.119995,208.835663,2468100
2017-05-16,225.440002,226.820007,224.410004,225.600006,209.280930,1710700
2017-05-17,225.600006,225.600006,213.119995,213.720001,198.260284,7525700
2017-05-18,214.000000,217.610001,213.860001,215.160004,199.596130,4792400
2017-05-19,214.869995,217.800003,214.000000,215.389999,199.809509,3747100
2017-05-22,217.369995,217.639999,215.399994,216.020004,200.393906,2506100
2017-05-23,215.970001,220.789993,214.660004,219.639999,203.752075,3308800
2017-05-24,220.000000,224.399994,219.449997,223.830002,207.638992,4141600
2017-05-25,224.410004,225.449997,222.300003,222.470001,206.377396,2640000
2017-05-26,222.009995,224.229996,221.179993,223.529999,207.360657,1787100
2017-05-30,221.830002,222.440002,218.009995,218.419998,203.302475,3097800
2017-05-31,218.240005,218.300003,209.619995,211.259995,196.638031,8312000
2017-06-01,212.610001,215.929993,210.789993,215.009995,200.128464,4057900
2017-06-02,212.940002,215.210007,211.910004,213.309998,198.546127,3692000
2017-06-05,213.080002,215.809998,212.679993,213.990005,199.179092,2696600
2017-06-06,212.509995,216.020004,212.479996,214.529999,199.681717,2891300
2017-06-07,215.369995,217.229996,214.309998,215.779999,200.845200,2679400
2017-06-08,215.779999,221.000000,214.630005,218.759995,203.618942,3765600
2017-06-09,220.830002,223.850006,219.750000,222.440002,207.044205,4455400
2017-06-12,223.630005,225.229996,221.910004,221.910004,206.550919,3388200
2017-06-13,223.350006,226.800003,222.770004,224.199997,208.682388,2767800
2017-06-14,222.990005,226.940002,221.759995,226.509995,210.832504,3652900
2017-06-15,224.809998,226.350006,222.800003,223.229996,207.779541,3378900
2017-06-16,222.649994,223.669998,221.130005,221.809998,206.457825,3758300
2017-06-19,223.429993,227.039993,223.110001,226.130005,210.478836,2900900
2017-06-20,225.509995,226.539993,224.190002,225.100006,209.520157,2264200
2017-06-21,224.539993,224.929993,221.929993,222.490005,207.090775,3015300
2017-06-22,221.440002,221.899994,219.289993,219.770004,204.559021,3344600
2017-06-23,220.500000,220.690002,216.460007,217.190002,202.157578,4448700
2017-06-26,218.259995,221.970001,217.699997,220.440002,205.182663,2589500
2017-06-27,221.839996,222.410004,219.559998,220.279999,205.033722,2899400
2017-06-28,221.869995,224.630005,220.750000,223.220001,207.770248,3482800
2017-06-29,228.369995,228.789993,223.029999,224.410004,208.877899,5063400
2017-06-30,225.309998,226.050003,221.539993,221.899994,206.541611,3154300
2017-07-03,224.460007,229.070007,223.419998,227.279999,211.549225,2846600
2017-07-05,228.380005,228.919998,225.210007,228.039993,212.256592,2772000
2017-07-06,227.970001,230.059998,225.250000,226.690002,211.000046,3076600
2017-07-07,228.229996,228.490005,224.419998,225.279999,209.687637,2697600
2017-07-10,224.270004,227.339996,223.960007,225.839996,210.208893,2357500
2017-07-11,226.039993,227.949997,224.669998,226.949997,211.242065,2742900
2017-07-12,226.399994,229.020004,226.070007,227.389999,211.651596,2567300
2017-07-13,227.389999,230.639999,226.949997,230.399994,214.453293,2852600
2017-07-14,227.220001,229.610001,225.100006,228.600006,212.777893,3703600
2017-07-17,228.729996,229.639999,227.210007,229.259995,213.392197,2551800
